5000, 14059, 1, 0
10000, 13235, 1, 0
15000, 17770, 1, 0
20001, 13630, 1, 0
25002, 14022, 1, 0
30002, 14002, 1, 0
35002, 14239, 1, 0
40002, 13883, 1, 0
45002, 13846, 1, 0
50002, 13944, 1, 0
55002, 13834, 1, 0
60002, 14956, 1, 0
65002, 14145, 1, 0
70003, 14723, 1, 0
75004, 14262, 1, 0
80004, 14566, 1, 0
85004, 14141, 1, 0
90004, 14272, 1, 0
95004, 13836, 1, 0
100004, 14323, 1, 0
105004, 14958, 1, 0
110004, 13929, 1, 0
115005, 13720, 1, 0
120005, 13920, 1, 0
125005, 14352, 1, 0
130005, 14720, 1, 0
135005, 14544, 1, 0
140005, 14431, 1, 0
145006, 14812, 1, 0
150006, 14865, 1, 0
155011, 14484, 1, 0
160011, 14238, 1, 0
165011, 14374, 1, 0
170011, 15497, 1, 0
175011, 14368, 1, 0
180016, 14373, 1, 0
185016, 14190, 1, 0
190016, 14576, 1, 0
195016, 13730, 1, 0
200016, 14224, 1, 0
205016, 14210, 1, 0
210017, 14575, 1, 0
215018, 13431, 1, 0
220018, 13765, 1, 0
225018, 14831, 1, 0
230019, 14071, 1, 0
235019, 13944, 1, 0
240019, 13292, 1, 0
245019, 13208, 1, 0
250019, 14020, 1, 0
255020, 14267, 1, 0
260020, 14229, 1, 0
265020, 14436, 1, 0
270020, 14337, 1, 0
275020, 14164, 1, 0
280020, 14327, 1, 0
285144, 14676, 1, 0
290145, 16466, 1, 0
295298, 15578, 1, 0
300298, 15363, 1, 0
305298, 14006, 1, 0
310382, 14007, 1, 0
315383, 16591, 1, 0
320383, 14025, 1, 0
325385, 13948, 1, 0
330385, 14295, 1, 0
335385, 13055, 1, 0
340389, 13727, 1, 0
345389, 13680, 1, 0
350390, 13747, 1, 0
355390, 14352, 1, 0
360390, 14670, 1, 0
365390, 14041, 1, 0
370390, 13529, 1, 0
375390, 13802, 1, 0
380390, 13347, 1, 0
385390, 13606, 1, 0
390391, 13517, 1, 0
395391, 13287, 1, 0
400391, 14314, 1, 0
405391, 14857, 1, 0
410391, 13992, 1, 0
415391, 13446, 1, 0
420391, 13757, 1, 0
425391, 13236, 1, 0
430391, 13943, 1, 0
435391, 13535, 1, 0
440391, 13409, 1, 0
445391, 13226, 1, 0
450391, 13548, 1, 0
455391, 13449, 1, 0
460391, 13395, 1, 0
465391, 13351, 1, 0
470391, 13270, 1, 0
475391, 13743, 1, 0
480391, 13492, 1, 0
485391, 14044, 1, 0
490392, 14245, 1, 0
495392, 14603, 1, 0
500392, 13271, 1, 0
505392, 13501, 1, 0
510392, 13565, 1, 0
515392, 13631, 1, 0
520392, 13056, 1, 0
525392, 13991, 1, 0
530392, 13974, 1, 0
535395, 14345, 1, 0
540395, 14821, 1, 0
545395, 14267, 1, 0
550395, 14392, 1, 0
555395, 13980, 1, 0
560395, 13697, 1, 0
565396, 14123, 1, 0
570396, 14388, 1, 0
575396, 13766, 1, 0
580396, 15169, 1, 0
585396, 16226, 1, 0
590397, 14250, 1, 0
595397, 15441, 1, 0
600011, 14379, 1, 0
