5001, 15076, 1, 0
10004, 14292, 1, 0
15007, 14060, 1, 0
20007, 13741, 1, 0
25007, 15139, 1, 0
30007, 15008, 1, 0
35007, 14220, 1, 0
40007, 14688, 1, 0
45007, 13991, 1, 0
50008, 13827, 1, 0
55008, 14306, 1, 0
60008, 14209, 1, 0
65008, 14077, 1, 0
70008, 14433, 1, 0
75008, 13804, 1, 0
80008, 13822, 1, 0
85008, 14366, 1, 0
90008, 13999, 1, 0
95008, 14615, 1, 0
100008, 14069, 1, 0
105008, 14175, 1, 0
110008, 13774, 1, 0
115008, 14783, 1, 0
120008, 13852, 1, 0
125008, 14263, 1, 0
130008, 14172, 1, 0
135013, 13976, 1, 0
140014, 13857, 1, 0
145014, 13995, 1, 0
150014, 13962, 1, 0
155014, 13907, 1, 0
160014, 14290, 1, 0
165014, 13859, 1, 0
170014, 13915, 1, 0
175014, 14405, 1, 0
180015, 14157, 1, 0
185015, 13864, 1, 0
190015, 14138, 1, 0
195015, 13720, 1, 0
200015, 13790, 1, 0
205015, 14423, 1, 0
210015, 13919, 1, 0
215015, 14472, 1, 0
220015, 14414, 1, 0
225015, 14763, 1, 0
230015, 14118, 1, 0
235015, 14995, 1, 0
240017, 14393, 1, 0
245018, 14764, 1, 0
250019, 14236, 1, 0
255019, 14410, 1, 0
260019, 13951, 1, 0
265019, 14599, 1, 0
270020, 14576, 1, 0
275021, 15000, 1, 0
280022, 14362, 1, 0
285022, 15273, 1, 0
290022, 14939, 1, 0
295022, 14304, 1, 0
300022, 15267, 1, 0
305022, 16307, 1, 0
310022, 14186, 1, 0
315022, 14138, 1, 0
320022, 14009, 1, 0
325022, 14228, 1, 0
330022, 14081, 1, 0
335022, 14707, 1, 0
340022, 14121, 1, 0
345022, 14388, 1, 0
350022, 14076, 1, 0
355022, 14793, 1, 0
360022, 13955, 1, 0
365022, 14681, 1, 0
370023, 14154, 1, 0
375024, 14246, 1, 0
380024, 13822, 1, 0
385024, 14373, 1, 0
390025, 14144, 1, 0
395025, 14457, 1, 0
400025, 14201, 1, 0
405025, 13993, 1, 0
410025, 14348, 1, 0
415026, 14163, 1, 0
420026, 14005, 1, 0
425026, 14074, 1, 0
430027, 14301, 1, 0
435028, 13806, 1, 0
440029, 13866, 1, 0
445029, 14225, 1, 0
450029, 13496, 1, 0
455029, 14576, 1, 0
460029, 13791, 1, 0
465029, 13931, 1, 0
470030, 13814, 1, 0
475030, 14388, 1, 0
480030, 14085, 1, 0
485030, 14248, 1, 0
490030, 14142, 1, 0
495030, 14164, 1, 0
500030, 13796, 1, 0
505030, 14504, 1, 0
510030, 13977, 1, 0
515030, 13948, 1, 0
520030, 14251, 1, 0
525030, 14019, 1, 0
530030, 14242, 1, 0
535030, 14170, 1, 0
540031, 14462, 1, 0
545031, 13801, 1, 0
550031, 14317, 1, 0
555031, 14103, 1, 0
560031, 13927, 1, 0
565031, 14253, 1, 0
570031, 14043, 1, 0
575031, 15043, 1, 0
580031, 17257, 1, 0
585032, 15907, 1, 0
590032, 15231, 1, 0
595032, 14484, 1, 0
600032, 14985, 1, 0
605032, 16617, 1, 0
610032, 14015, 1, 0
615032, 14409, 1, 0
620032, 13939, 1, 0
625032, 14615, 1, 0
630032, 14284, 1, 0
635033, 14269, 1, 0
640033, 14658, 1, 0
645034, 14455, 1, 0
650034, 14434, 1, 0
655034, 14762, 1, 0
660034, 14506, 1, 0
665034, 14543, 1, 0
670034, 15262, 1, 0
675034, 14451, 1, 0
680034, 14882, 1, 0
685034, 15046, 1, 0
690034, 15088, 1, 0
695034, 15238, 1, 0
700034, 14933, 1, 0
705034, 15036, 1, 0
710034, 14517, 1, 0
715034, 14969, 1, 0
720034, 14412, 1, 0
725034, 15011, 1, 0
730034, 14611, 1, 0
735035, 14978, 1, 0
740035, 14338, 1, 0
745035, 14912, 1, 0
750036, 14570, 1, 0
755036, 14349, 1, 0
760036, 14314, 1, 0
765036, 13925, 1, 0
770036, 14185, 1, 0
775037, 14260, 1, 0
780037, 14104, 1, 0
785037, 14167, 1, 0
790037, 14606, 1, 0
795037, 14158, 1, 0
800037, 14089, 1, 0
805037, 14363, 1, 0
810037, 14489, 1, 0
815037, 14678, 1, 0
820037, 14585, 1, 0
825037, 14532, 1, 0
830037, 14304, 1, 0
835038, 14816, 1, 0
840040, 14200, 1, 0
845040, 14738, 1, 0
850040, 14306, 1, 0
855040, 14602, 1, 0
860040, 13971, 1, 0
865041, 14741, 1, 0
870042, 14768, 1, 0
875042, 15260, 1, 0
880044, 15881, 1, 0
885044, 15044, 1, 0
890047, 14454, 1, 0
895047, 14383, 1, 0
900047, 15507, 1, 0
905048, 15824, 1, 0
910048, 14743, 1, 0
915049, 14206, 1, 0
920049, 14715, 1, 0
925049, 14727, 1, 0
930049, 14485, 1, 0
935049, 14235, 1, 0
940049, 14667, 1, 0
945049, 14271, 1, 0
950052, 14182, 1, 0
955052, 14436, 1, 0
960052, 14387, 1, 0
965052, 14542, 1, 0
970052, 14229, 1, 0
975052, 14413, 1, 0
980052, 14128, 1, 0
985052, 14678, 1, 0
990053, 14300, 1, 0
995053, 14648, 1, 0
1000053, 14243, 1, 0
1005054, 14068, 1, 0
1010065, 14328, 1, 0
1015066, 14909, 1, 0
1020066, 14801, 1, 0
1025066, 14401, 1, 0
1030066, 14593, 1, 0
1035066, 14263, 1, 0
