5001, 18809, 1, 0
10001, 21662, 1, 0
15003, 22151, 1, 0
20006, 22346, 1, 0
25008, 21696, 1, 0
30008, 21380, 1, 0
35009, 21689, 1, 0
40010, 21421, 1, 0
45013, 21899, 1, 0
50013, 21517, 1, 0
55014, 21820, 1, 0
60015, 20930, 1, 0
65022, 20927, 1, 0
70022, 22868, 1, 0
75024, 22262, 1, 0
80024, 21947, 1, 0
85024, 21278, 1, 0
90024, 21721, 1, 0
95025, 21036, 1, 0
100027, 21367, 1, 0
105027, 21233, 1, 0
110033, 21650, 1, 0
115037, 21745, 1, 0
120037, 21847, 1, 0
125045, 22030, 1, 0
130045, 21111, 1, 0
135047, 21733, 1, 0
140047, 22237, 1, 0
145048, 21633, 1, 0
150048, 21433, 1, 0
155052, 21603, 1, 0
160052, 20694, 1, 0
165053, 21536, 1, 0
170053, 21734, 1, 0
175054, 21865, 1, 0
180055, 21106, 1, 0
185057, 20985, 1, 0
190057, 20980, 1, 0
195057, 21687, 1, 0
200062, 21233, 1, 0
205073, 20578, 1, 0
210074, 21793, 1, 0
215077, 20721, 1, 0
220082, 22202, 1, 0
225082, 20933, 1, 0
230082, 20978, 1, 0
235082, 20807, 1, 0
240082, 20997, 1, 0
245087, 21517, 1, 0
250091, 21488, 1, 0
255095, 22350, 1, 0
260101, 20527, 1, 0
265107, 21695, 1, 0
270107, 21072, 1, 0
275107, 20388, 1, 0
280107, 21641, 1, 0
285108, 21839, 1, 0
290114, 21022, 1, 0
295114, 21751, 1, 0
300116, 21790, 1, 0
305120, 21150, 1, 0
310120, 21534, 1, 0
315120, 23298, 1, 0
320123, 20677, 1, 0
325126, 20934, 1, 0
330129, 22001, 1, 0
335129, 21074, 1, 0
340136, 22171, 1, 0
345136, 20823, 1, 0
350151, 21500, 1, 0
355153, 21184, 1, 0
360156, 20938, 1, 0
365158, 21043, 1, 0
370160, 21111, 1, 0
375162, 20841, 1, 0
380163, 21506, 1, 0
385166, 22520, 1, 0
390167, 21430, 1, 0
395174, 21672, 1, 0
400174, 22062, 1, 0
405178, 20659, 1, 0
410180, 21176, 1, 0
415183, 20786, 1, 0
420183, 21638, 1, 0
425186, 21576, 1, 0
430189, 22294, 1, 0
435189, 21181, 1, 0
440193, 21873, 1, 0
445193, 21270, 1, 0
450197, 21634, 1, 0
455197, 21346, 1, 0
460197, 21167, 1, 0
465197, 21281, 1, 0
470198, 21826, 1, 0
475199, 22666, 1, 0
480202, 21026, 1, 0
485205, 21858, 1, 0
490207, 21085, 1, 0
495208, 21583, 1, 0
500209, 22304, 1, 0
505212, 21045, 1, 0
510212, 20727, 1, 0
515218, 21379, 1, 0
520219, 21043, 1, 0
525221, 20240, 1, 0
530224, 21357, 1, 0
535227, 21273, 1, 0
540229, 21428, 1, 0
545229, 21470, 1, 0
550233, 22229, 1, 0
555234, 20084, 1, 0
560235, 20545, 1, 0
565235, 20398, 1, 0
570236, 20788, 1, 0
575237, 20671, 1, 0
580238, 21187, 1, 0
585238, 20535, 1, 0
590241, 20779, 1, 0
595242, 20274, 1, 0
600018, 19900, 1, 0
